Isolate ID,Host,Collection date,Size (Mb),Scaffolds,GC Content,CDS,Host disease,Level,BioProject Accession,BioSample Accession,Assembly Accession,Location,Isolation source,Isolation type,Additional Metadata
E7088,Homo sapiens,2020-06-24,4.9204,95.0,50.6,4405.0,Urinary tract infection,Contig,PRJNA678682,SAMN16812776,GCA_015690145.1,China: Guangzhou,hospital patient with urinary tract infection,clinical,
EC0125,Homo sapiens,2012,5.12776,90.0,50.5,4647.0,UTI,Contig,PRJNA632868,SAMN14931112,GCA_019792915.1,Australia: Wollongong,missing,clinical,
EC1,Homo sapiens,2019,5.29207,4.0,50.8534,4867.0,urinary tract infection,Complete,PRJNA643009,SAMN15410927,GCA_013402895.1,Australia,urinary tract,clinical,
EC10,Homo sapiens,2019,5.19524,84.0,,,UTI,Contig,,SAMN23553524,GCA_028836145.1,Australia: nation-wide,urine,clinical,
Ec1079,Homo sapiens,2015,5.04988,5.0,50.5119,4599.0,urinary tract infection,Complete,PRJNA473419,SAMN20802105,GCA_019720795.1,Ghana,urine,clinical,
EC11,Homo sapiens,2020,5.04972,135.0,,,UTI,Contig,,SAMN23553525,GCA_028829955.1,Australia: nation-wide,urine,clinical,
EC13,Homo sapiens,2023-02-18,,,,,Urinary tract infection,Contig,,SAMN40148851,GCA_037000365.1,Italy: Turin,urine,clinical,
EC1390,Homo sapiens,2020-09-17 00:00:00,5.00767,3.0,50.8626,966.0,urinary tract infection,Complete,PRJNA758726,SAMN21033173,GCA_019884625.1,Taiwan,urine,clinical,
EC149,Homo sapiens,2020-10-20,,,,,UTI,Contig,,SAMN37685881,GCA_036281895.1,Poland: Kielce,urine,clinical,
EC15,Homo sapiens,2023-02-21,,,,,Urinary tract infection,Contig,,SAMN40148852,GCA_037000345.1,Italy: Turin,urine,clinical,
EC1515,Homo sapiens,	2007-12-10,5.5,4.0,50.5,5198.0,Urinary tract infection,Complete,PRJNA389338,SAMN07192704,GCA_002196495.1,Taiwan,urine; urinary tract infection,clinical,
EC154,Homo sapiens,2020-10-20,,,,,UTI,Contig,,SAMN37685882,GCA_036281865.1,Poland: Kielce,urine,clinical,
EC167,Homo sapiens,2020-10-20,,,,,UTI,Contig,,SAMN37685883,GCA_036281825.1,Poland: Kielce,urine,clinical,
EC1O25bH4ST131,Homo sapiens,2020-06-05 00:00:00,5.2,275.0,50.5,5021.0,,Contig,PRJNA1002788,SAMN36861360,	GCA_030846245.1,Pakistan,Urine sample,clinical,
EC2,Homo sapiens,2019,5.34412,3.0,50.8164,4888.0,urinary tract infection,Complete,PRJNA643009,SAMN15402835,GCA_013402855.1,Australia,urinary tract,clinical,
EC2_,Homo sapiens,2017-09-29 00:00:00,5.2,6.0,50.5,4756.0,sepsis,Complete,PRJNA555326,SAMN12307470,GCA_009720465.1,	USA:Houston,urine,clinical,
EC256,Homo sapiens,2020-10-20,,,,,UTI,Contig,,SAMN37685884,GCA_036281835.1,Poland: Kielce,urine,clinical,
EC262,Homo sapiens,2021-05-28,5.11656,123.0,50.6,4741.0,Urinary tract infections,Contig,PRJNA874366,SAMN30547401,GCA_025421435.1,China: Zhejiang,urine,clinical,
EC28,Homo sapiens,2018-06-03 00:00:00,5.3,6.0,50.5,4879.0,urinary tract infection,Complete,PRJNA607867,SAMN14149865,GCA_011044355.1,China:Hangzhou,urine,clinical,
EC3,Homo sapiens,2020-10-20,,,,,UTI,Contig,,SAMN37915530,GCA_036282145.1,Poland: Kielce,urine,clinical,
EC35,Homo sapiens,2016,5.07425,194.0,50.3,4767.0,urinary tract infection,Contig,PRJNA751887,SAMN20555248,GCA_019492145.1,Brazil:Roraima,urine,clinical,
EC57,Homo sapiens,2020-10-20,,,,,UTI,Contig,,SAMN37685880,GCA_036281905.1,Poland: Kielce,urine,clinical,
EC593,Homo sapiens,2021-09-11,5.12077,156.0,50.7,4846.0,Urinary tract infections,Contig,PRJNA874366,SAMN30547420,GCA_025420975.1,China: Zhejiang,blood,clinical,
EC6,Homo sapiens,2019,5.15998,118.0,,,UTI,Contig,,SAMN23553520,GCA_028830845.1,Australia: nation-wide,urine,clinical,
EC650,Homo sapiens,2021-10-01,5.06998,142.0,50.6,4710.0,Urinary tract infections,Contig,PRJNA874366,SAMN30547425,GCA_025420715.1,China: Zhejiang,urine,clinical,
EC6563,Homo sapiens,2020-11-25 00:00:00,5.25185,4.0,50.5867,4770.0,urinary tract infection,Complete,PRJNA827647,SAMN27615948,GCA_023100765.1,China,urine,Clinical,
EC7,Homo sapiens,2019,5.18466,250.0,,,UTI,Contig,,SAMN23553521,GCA_028830485.1,Australia: nation-wide,urine,clinical,
EC8,Homo sapiens,2019,5.34169,163.0,,,UTI,Contig,,SAMN23553522,GCA_028829995.1,Australia: nation-wide,urine,clinical,
EC9,Homo sapiens,2019,4.71974,128.0,,,UTI,Contig,,SAMN23553523,GCA_028830255.1,Australia: nation-wide,urine,clinical,
EC931,Homo sapiens,	2017-02-10,5.13963,14.0,50.75,4674.0,urinary tract infection,Complete,PRJNA608094,SAMN14164122,GCA_014522225.1,	China: Yiwu,urine,Clinical,
EC974,Homo sapiens,2007-08-24 00:00:00,5.5,4.0,50.5,5187.0,urinary tract infection,Complete,PRJNA389338,SAMN07192703,GCA_002196475.1,Taiwan,	urine; urinary tract infection,clinical,
EcLESPA_112,Homo sapiens,2023,,,,,urinary tract infection,Contig,,SAMN38876799,GCA_037030385.1,Mexico:Aguascalientes,Urine Culture,clinical,
EcLESPA_121,Homo sapiens,2023,,,,,urinary tract infection,Contig,,SAMN38876803,GCA_037030245.1,Mexico:Aguascalientes,Urine Culture,clinical,
EcLESPA_122,Homo sapiens,2023,,,,,urinary tract infection,Contig,,SAMN38876804,GCA_037030225.1,Mexico:Aguascalientes,Urine Culture,clinical,
EcLESPA_135,Homo sapiens,2023,,,,,urinary tract infection,Contig,,SAMN38876807,GCA_037030175.1,Mexico:Aguascalientes,Urine Culture,clinical,
EcLESPA_169,Homo sapiens,2023,,,,,urinary tract infection,Contig,,SAMN38876811,GCA_037030065.1,Mexico:Aguascalientes,Urine Culture,clinical,
EcLESPA_187,Homo sapiens,2023,,,,,urinary tract infection,Contig,,SAMN38876814,GCA_037030025.1,Mexico:Aguascalientes,Urine Culture,clinical,
EcLESPA_192,Homo sapiens,2023,,,,,urinary tract infection,Contig,,SAMN38876815,GCA_037029995.1,Mexico:Aguascalientes,Urine Culture,clinical,
EcLESPA_72,Homo sapiens,2022,,,,,urinary tract infection,Contig,,SAMN38876793,GCA_037030465.1,Mexico:Aguascalientes,Urine Culture,clinical,
EcLESPA_79,Homo sapiens,2022,,,,,urinary tract infection,Contig,,SAMN38876794,GCA_037030345.1,Mexico:Aguascalientes,Urine Culture,clinical,
ECO3183,Homo sapiens,2019-04,5.08353,3.0,50.8287,4605.0,urinary tract infection,Complete,PRJNA880665,SAMN30869335,GCA_025398915.1,China: Tianjin,urine,Clinical,
EcPF14,Homo sapiens,2018-04,5.13701,2.0,50.4974,4624.0,Chronic Cystitis,Complete,PRJNA636382,SAMN15075994,GCA_013372385.1,"USA: Dallas, Texas",urine,Clinical,
EcPF15,Homo sapiens,	2018-06,4.93863,3.0,50.4376,4455.0,Chronic Cystitis,Complete,PRJNA636382,SAMN15075995,GCA_013372365.1,"USA: Dallas, Texas",urine,Clinical,
EcPF16,Homo sapiens,2018-07,4.85152,3.0,50.9782,4358.0,Chronic Cystitis,Complete,PRJNA636382,SAMN15075996,GCA_013372345.1,"USA: Dallas, Texas",urine,Clinical,
EcPF18,Homo sapiens,2018-07,5.23292,5.0,50.6917,4835.0,Chronic Cystitis,Complete,PRJNA636382,SAMN15075997,GCA_013372325.1,"USA: Dallas, Texas",urine,Clinical,
EcPF20,Homo sapiens,2018-08,5.07647,3.0,50.8997,4622.0,Chronic Cystitis,Complete,PRJNA636382,SAMN18131651,GCA_017352075.1,"USA: Dallas, Texas",urine,Clinical,
EcPF40,Homo sapiens,2019-04,5.21078,5.0,50.6229,4797.0,Chronic Cystitis,Complete,PRJNA636382,SAMN15075998,GCA_013372305.1,"USA: Dallas, Texas",urine,Clinical,
EcPF5,Homo sapiens,2018-04,5.28062,3.0,50.4527,4741.0,Chronic Cystitis,Complete,PRJNA636382,SAMN15075992,GCA_013372425.1,"USA: Dallas, Texas",urine,Clinical,
EcPF7,Homo sapiens,	2018-05,5.13178,4.0,50.721,4740.0,Chronic Cystitis,Complete,PRJNA636382,SAMN15075993,GCA_013372405.1,"USA: Dallas, Texas",urine,Clinical,
EcPNK004,Homo sapiens,	2017-08,5.112,2.0,50.7444,4628.0,Chronic Cystitis,Complete,PRJNA636382,SAMN18131652,GCA_017352035.1,"USA: Dallas, Texas",urine,Clinical,
EcPNK006,Homo sapiens,	2017-08,4.62253,3.0,50.7154,4167.0,Chronic Cystitis,Complete,PRJNA636382,SAMN18131653,GCA_017352055.1,"USA: Dallas, Texas",urine,Clinical,
EDL933,Homo sapiens,2016-12-06 00:00:00,4.7,1.0,51.0,4354.0,Urinary tract infection,Chromosome,PRJNA389368,SAMN07196157,GCA_003028715.1,"Pakistan: Sheikh Zaid Hospital, Lahore",urine,clinical,
EQ101,Homo sapiens,2020-02-15,5.73381,738.0,50.8,5407.0,Urinary tract infection,Contig,PRJNA814894,SAMN26578128,GCA_022604675.1,Pakistan,clinical sample,clinical,
F7,Homo sapiens,missing,5.24555,185.0,50.8,4850.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262044,GCA_013606025.1,Spain: A corunna,missing,clinical,
FDAARGOS_144,Homo sapiens,2014-03-21 00:00:00,5.0,4.0,50.5,4893.0,Urinary tract infection,Complete,PRJNA231221,SAMN03996288,GCA_002944935.1,USA:DC,urine,clinical,
FDAARGOS_448,Homo sapiens,2014-08,5.4,5.0,50.5,5230.0,missing,Complete,PRJNA231221,SAMN07312492,GCA_002591135.1,Canada:BC,urine,clinical,
G16,Homo sapiens,missing,5.41348,233.0,50.7,5038.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262046,GCA_013606055.1,Spain:Valencia,missing,clinical,
G21,Homo sapiens,missing,5.5375,955.0,50.4,5224.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262050,GCA_013605925.1,Spain:Valencia,missing,clinical,
G23,Homo sapiens,missing,5.25223,403.0,50.7,4902.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262052,GCA_013605795.1,Spain:Valencia,missing,clinical,
G24,Homo sapiens,missing,5.42666,988.0,50.5,5069.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262053,GCA_013605765.1,Spain:Valencia,missing,clinical,
G25,Homo sapiens,missing,5.31653,675.0,50.8,5031.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262054,GCA_013605745.1,Spain:Valencia,missing,clinical,
G62,Homo sapiens,missing,5.27285,1146.0,50.4,4959.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262066,GCA_013605465.1,Spain:Valencia,missing,clinical,
G8,Homo sapiens,missing,5.3578,163.0,50.6,4982.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262068,GCA_013605415.1,Spain:Valencia,missing,clinical,
GHA-BE-NMIMRSEQ-2021-1,Homo sapiens,2017-04,5.23833,271.0,50.5,4969.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973869,GCA_020406205.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-10,Homo sapiens,2017-04,5.33916,157.0,50.7,4970.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973878,GCA_020406055.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-11,Homo sapiens,2017-04,5.18927,153.0,50.5,4765.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973879,GCA_020406085.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-2,Homo sapiens,2017-04,5.06146,143.0,50.7,4682.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973870,GCA_020406235.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-3,Homo sapiens,2017-04,5.13153,233.0,50.6,4869.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973871,GCA_020406155.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-4,Homo sapiens,2017-04,4.65543,147.0,50.7,4336.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973872,GCA_020406245.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-5,Homo sapiens,2017-04,4.81081,84.0,50.8,4418.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973873,GCA_020406135.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-6,Homo sapiens,2017-04,5.08622,154.0,50.8,4725.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973874,GCA_020406075.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-7,Homo sapiens,2017-04,5.10429,130.0,50.7,4740.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973875,GCA_020406195.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-8,Homo sapiens,2017-04,4.85663,88.0,50.6,4500.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973876,GCA_020406175.1,Ghana: Accra,mid-stream urine sample,clinical,
GHA-BE-NMIMRSEQ-2021-9,Homo sapiens,2017-04,4.90925,157.0,50.8,4507.0,Urinary Tract Infection,Contig,PRJNA767840,SAMN21973877,GCA_020406105.1,Ghana: Accra,mid-stream urine sample,clinical,
GU27,Homo sapiens,2016,,,,,urinary tract infection,Contig,,SAMD00588801,GCA_030161915.1,Japan:Fukuoka,human urine,clinical,
H106,Homo sapiens,2021-06,5.2,3.0,50.5,4661.0,urinary tract infection,Complete,PRJNA1067855,SAMN39553014,GCA_036549195.1,China,urine,clinical,
H17,Homo sapiens,2012-10,5.9,6.0,50.5,5563.0,UTI,Complete,PRJNA384272,SAMN06833089,GCA_003194125.1,	China: Hefei,hospital,clinical,
H38,Homo sapiens,missing,6.35725,8122.0,50.6,11530.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262072,GCA_013605335.1,Spain: Palma de Mallorca,missing,clinical,
H48,Homo sapiens,missing,4.55604,108.0,50.8,4110.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262073,GCA_013605235.1,Spain: Palma de Mallorca,missing,clinical,
H6,Homo sapiens,missing,5.39006,988.0,50.6,5179.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262074,GCA_013821775.1,Spain: Palma de Mallorca,missing,clinical,
H61,Homo sapiens,missing,5.15056,166.0,50.8,4675.0,Urinary tract infection,Contig,PRJNA609897,SAMN14262075,GCA_013605175.1,Spain: Palma de Mallorca,,clinical,
HOS16,Homo sapiens,2007-01-20,5.15646,164.0,50.6,4703.0,cystitis,Contig,PRJNA623470,SAMN14547717,GCA_015687115.1,Australia: Orange,urine,clinical,
HOS46,Homo sapiens,2006-06-01,5.20156,176.0,50.6,4749.0,pyelonephritis,Contig,PRJNA623470,SAMN14547747,GCA_015687135.1,Australia: Orange,urine,clinical,
HOS59,Homo sapiens,2007-03-06,5.3484,339.0,50.6,4867.0,cystitis,Contig,PRJNA623470,SAMN14547760,GCA_015687085.1,Australia: Orange,urine,clinical,
HOS72,Homo sapiens,2007-09-01,5.24925,204.0,50.6,4838.0,pyelonephritis,Contig,PRJNA623470,SAMN14547774,GCA_015687075.1,Australia: Orange,urine,clinical,
IAI39,Homo sapiens,,5.1,1.0,50.5,4732.0,,Complete,PRJNA33411,SAMEA3138234,GCA_000026345.1,,,clinical,
IHSV24,Homo sapiens,2011-11-12,5.32988,155.0,,,urinary tract infection,Contig,,SAMN15641326,GCA_029585395.1,Uruguay,urine,clinical,
IN01,Homo sapiens,2018-06,4.80511,102.0,50.7,4413.0,Urinary tract infection,Contig,PRJEB38850,SAMEA7025509,GCA_910907475.1,United Kingdom,,clinical,
IN02,Homo sapiens,2018-07,4.80299,111.0,50.7,4421.0,Urinary tract infection,Contig,PRJEB38850,SAMEA7025510,GCA_910907455.1,United Kingdom,,clinical,
IN03,Homo sapiens,2018-07,5.1611,194.0,50.5,4766.0,Urinary tract infection,Contig,PRJEB38850,SAMEA7025511,GCA_910907505.1,United Kingdom,,clinical,
IN04,Homo sapiens,2018-09,5.27682,156.0,50.6,4908.0,Urinary tract infection,Contig,PRJEB38850,SAMEA7025512,GCA_910907485.1,United Kingdom,,clinical,
IN05,Homo sapiens,2018-09,4.72815,124.0,50.7,4430.0,Urinary tract infection,Contig,PRJEB38850,SAMEA7025513,GCA_910592405.1,United Kingdom,,clinical,
IN06,Homo sapiens,2019-10,4.94228,88.0,50.5,4590.0,Urinary tract infection,Contig,PRJEB38850,SAMEA7025514,GCA_910592385.1,United Kingdom,,clinical,
IN07,Homo sapiens,2019-09,5.14724,170.0,50.7,4753.0,Urinary tract infection,Contig,PRJEB38850,SAMEA7025515,GCA_910907495.1,United Kingdom,,clinical,
IN08,Homo sapiens,2019-11,4.64381,123.0,50.8,4289.0,Urinary tract infection,Contig,PRJEB38850,SAMEA7025516,GCA_910907465.1,United Kingdom,,clinical,
IN09,Homo sapiens,2019-10,5.00947,113.0,50.6,4565.0,Urinary tract infection,Contig,PRJEB38850,SAMEA7025517,GCA_910592355.1,United Kingdom,,clinical,
K56-43-un,Homo sapiens,2018-07,5.14071,1.0,50.4,4712.0,Chronic Cystitis,Complete,PRJNA630076,SAMN14823672,GCA_013394575.1,"USA: Dallas, Texas",urine,Clinical,
KE24,Homo sapiens,2022-08-15,5.02826,7.0,50.6,4571.0,Urinary Tract Infection,Contig,PRJNA909323,SAMN32080936,GCA_027474255.1,"USA: Dallas, Texas",urine,clinical,
KE25,Homo sapiens,2022-08-15,5.34556,19.0,50.7,4951.0,Urinary Tract Infection,Contig,PRJNA909323,SAMN32080937,GCA_027474265.1,"USA: Dallas, Texas",urine,clinical,
KE4,Homo sapiens,2022-08-15,5.23927,8.0,50.5,4785.0,Urinary Tract Infection,Contig,PRJNA909323,SAMN32080933,GCA_026968065.1,"USA: Dallas, Texas",urine,clinical,
KEC2,Homo sapiens,2019-07-25,4.92615,189.0,50.6,4524.0,Urinary tract infection,Contig,PRJNA636771,SAMN15083407,GCA_017168755.1,Kenya:Nairobi,missing,clinical,
KL53,Homo sapiens,1990,5.3,4.0,51.0,5046.0,Urinary tract infection,Complete,PRJNA411977,SAMN07692432,GCA_002494365.2,"Slovakia: Department of Urology, University Hospital, Bratislava",Urine,clinical,
LRPF007,Homo sapiens,2020-11-30,5.16849,34.0,50.4,4687.0,Urinary Tract Infection,Contig,PRJNA909323,SAMN32080934,GCA_027474275.1,"USA: Dallas, Texas",urine,clinical,
LRPF62,Homo sapiens,2020-12-06,5.20986,7.0,50.6,4747.0,Urinary Tract Infection,Contig,PRJNA909323,SAMN32080939,GCA_027474285.1,"USA: Dallas, Texas",urine,clinical,
M160133,Homo sapiens,2016-11-13 00:00:00,5.5,4.0,50.5,5217.0,Asymptomatic UTI,Complete,PRJNA391721,SAMN07273977,GCA_002214205.1,USA: New York,Urine,clinical,
M24,Homo sapiens,2009,5.27197,1.0,50.7,4833.0,urinary tract infection,Complete,PRJNA748602,SAMN20339876,GCA_019428605.1,Czech Republic: Brno,"human, urinary tract infection",Clinical,
M45,Homo sapiens,2010,5.18541,1.0,50.8,4804.0,urinary tract infection,Complete,PRJNA748602,SAMN20339877,GCA_019428585.1,Czech Republic: Brno,"human, urinary tract infection",Clinical,
M70,Homo sapiens,2010,5.16885,1.0,50.8,4741.0,urinary tract infection,Complete,PRJNA748602,SAMN20339878,GCA_019428565.1,Czech Republic: Brno,"human, urinary tract infection",Clinical,
MecR,Homo sapiens,2021-12-12,,,,,Urinary tract infection,Contig,,SAMN28465446,GCA_030518525.1,France:Paris,urine,clinical,
MecS,Homo sapiens,2021-12-12,,,,,Urinary tract infection,Contig,,SAMN28454721,GCA_030518495.1,France:Paris,urine,clinical,
MG655,Homo sapiens,,4.6,1.0,51.0,4290.0,,Complete,PRJNA225,SAMN02604091,GCA_000005845.2,,,,
MG655_,Homo sapiens,2016-12-06 00:00:00,4.7,1.0,51.0,4391.0,Urinary tract infection,Complete,PRJNA389368,SAMN07196156,GCA_003028735.1,"Pakistan: Sheikh Zaid Hospital, Lahore",urine,clinical,
MNCR44,Homo sapiens,2012-04,5.3,7.0,51.0,5134.0,sepsis,Complete,PRJNA272863,SAMN03287565,GCA_000931565.1,USA: Minnesota,sputum,clinical,Pthotype: UPEC
MOC8113,Homo sapiens,2022-04-14,,,,,UTI,Contig,,SAMN35620191,GCA_034556215.1,Czech Republic: University Hospital Brno,urine,clinical,
MOC9136,Homo sapiens,2022-04-28,,,,,UTI,Contig,,SAMN35620192,GCA_034556195.1,Czech Republic: University Hospital Brno,urine,clinical,
MRSN101993,Homo sapiens,2021-12-06,4.86934,247.0,,,UTI,Contig,,SAMN40005052,GCA_037635985.1,Kenya: Busia,urine,clinical,
MRSN102001,Homo sapiens,2021-07-22,5.11942,195.0,,,UTI,Contig,,SAMN40005054,GCA_037635945.1,Kenya: Nairobi,urine,clinical,
MRSN102003,Homo sapiens,2021-09-15,5.14551,236.0,,,UTI,Contig,,SAMN40005055,GCA_037635905.1,Kenya: Nairobi,urine,clinical,
MRSN102004,Homo sapiens,2021-06-01,5.03695,164.0,,,UTI,Contig,,SAMN40005056,GCA_037635885.1,Kenya: Nairobi,urine,clinical,
MRSN102006,Homo sapiens,2022-01-20,4.90232,190.0,,,UTI,Contig,,SAMN40005057,GCA_037635845.1,Kenya: Nairobi,urine,clinical,
MRSN102029,Homo sapiens,2021-10-12,5.18542,270.0,,,UTI,Contig,,SAMN40005069,GCA_037635295.1,Kenya: Kisumu,urine,clinical,
MRSN102032,Homo sapiens,2021-11-10,5.10869,182.0,,,UTI,Contig,,SAMN40005071,GCA_037635255.1,Kenya: Kisumu,urine,clinical,
MRSN102043,Homo sapiens,2021-10-25,5.26763,293.0,,,UTI,Contig,,SAMN40005078,GCA_037635035.1,Kenya: Kisumu,urine,clinical,
MRSN102063,Homo sapiens,2021-08-05,5.07214,188.0,,,UTI,Contig,,SAMN40005084,GCA_037634775.1,Kenya: Nairobi,urine,clinical,
MRSN102064,Homo sapiens,2021-08-05,5.02448,197.0,,,UTI,Contig,,SAMN40005085,GCA_037634755.1,Kenya: Nairobi,urine,clinical,
MRSN102065,Homo sapiens,2021-08-13,5.20844,226.0,,,UTI,Contig,,SAMN40005086,GCA_037634715.1,Kenya: Nairobi,urine,clinical,
MRSN102067,Homo sapiens,2021-08-16,5.2184,310.0,,,UTI,Contig,,SAMN40005087,GCA_037634635.1,Kenya: Nairobi,urine,clinical,
MRSN102069,Homo sapiens,2021-08-16,4.71048,159.0,,,UTI,Contig,,SAMN40005088,GCA_037634615.1,Kenya: Nairobi,urine,clinical,
MRSN102071,Homo sapiens,2021-08-27,5.07184,186.0,,,UTI,Contig,,SAMN40005089,GCA_037634695.1,Kenya: Nairobi,urine,clinical,
MRSN102072,Homo sapiens,2021-08-27,5.01319,183.0,,,UTI,Contig,,SAMN40005090,GCA_037634575.1,Kenya: Nairobi,urine,clinical,
MRSN102073,Homo sapiens,2021-08-27,5.0726,195.0,,,UTI,Contig,,SAMN40005091,GCA_037634535.1,Kenya: Nairobi,urine,clinical,
MRSN102074,Homo sapiens,,5.10574,195.0,,,,Contig,,SAMN40005092,GCA_037634415.1,,,clinical,
MRSN102075,Homo sapiens,2021-11-15,5.10188,210.0,,,UTI,Contig,,SAMN40005093,GCA_037634435.1,Kenya: Nairobi,urine,clinical,
MRSN102076,Homo sapiens,2021-11-15,5.10511,213.0,,,UTI,Contig,,SAMN40005094,GCA_037634395.1,Kenya: Nairobi,urine,clinical,
MRSN102077,Homo sapiens,2021-11-17,5.10879,218.0,,,UTI,Contig,,SAMN40005095,GCA_037634355.1,Kenya: Nairobi,urine,clinical,
MRSN102078,Homo sapiens,2021-11-29,5.1034,195.0,,,UTI,Contig,,SAMN40005096,GCA_037634375.1,Kenya: Nairobi,urine,clinical,
MRSN102079,Homo sapiens,2021-11-30,5.1037,204.0,,,UTI,Contig,,SAMN40005097,GCA_037634275.1,Kenya: Nairobi,urine,clinical,
MRSN102080,Homo sapiens,2021-12-02,5.10504,204.0,,,UTI,Contig,,SAMN40005098,GCA_037634225.1,Kenya: Nairobi,urine,clinical,
MRSN102081,Homo sapiens,2021-12-06,5.10296,198.0,,,UTI,Contig,,SAMN40005099,GCA_037634195.1,Kenya: Nairobi,urine,clinical,
MRSN102082,Homo sapiens,2021-12-06,5.10299,205.0,,,UTI,Contig,,SAMN40005100,GCA_037634155.1,Kenya: Nairobi,urine,clinical,
MRSN102083,Homo sapiens,2021-12-08,5.10136,218.0,,,UTI,Contig,,SAMN40005101,GCA_037634175.1,Kenya: Nairobi,urine,clinical,
MRSN102087,Homo sapiens,2021-10-25,5.29671,209.0,,,UTI,Contig,,SAMN40005103,GCA_037634015.1,Kenya: Busia,urine,clinical,
MRSN109930,Homo sapiens,2022-02-21,5.17995,169.0,,,UTI,Contig,,SAMN40005112,GCA_037633695.1,Kenya: Kisumu,urine,clinical,
MRSN109931,Homo sapiens,2022-02-23,4.74282,222.0,,,UTI,Contig,,SAMN40005113,GCA_037633575.1,Kenya: Kisumu,urine,clinical,
MRSN109932,Homo sapiens,2022-02-24,5.08405,137.0,,,UTI,Contig,,SAMN40005114,GCA_037633555.1,Kenya: Kisumu,urine,clinical,
MRSN109935,Homo sapiens,2022-05-17,5.07131,171.0,,,UTI,Contig,,SAMN40005117,GCA_037633515.1,Kenya: Kisumu,urine,clinical,
MRSN109943,Homo sapiens,2022-06-02,4.77117,141.0,,,UTI,Contig,,SAMN40005120,GCA_037633415.1,Kenya: Kisumu,urine,clinical,
MRSN109951,Homo sapiens,2022-03-16,,,,,UTI,Contig,,SAMN40004717,GCA_037632255.1,Kenya: Nairobi,urine,clinical,
MRSN109952,Homo sapiens,2022-03-16,,,,,UTI,Contig,,SAMN40004716,GCA_037632305.1,Kenya: Nairobi,urine,clinical,
MRSN109956,Homo sapiens,2019-09-30,5.34281,274.0,,,UTI,Contig,,SAMN40005104,GCA_037633995.1,Kenya: Kericho,urine,clinical,
MRSN109957,Homo sapiens,2022-03-02,,,,,UTI,Contig,,SAMN40004710,GCA_037632505.1,Kenya: Busia,urine,clinical,
MRSN109959,Homo sapiens,2022-03-28,,,,,UTI,Contig,,SAMN40004712,GCA_037632395.1,Kenya: Busia,urine,clinical,
MRSN109961,Homo sapiens,2022-06-06,,,,,UTI,Contig,,SAMN40004713,GCA_037632425.1,Kenya: Busia,urine,clinical,
MRSN109972,Homo sapiens,2021-08-16,5.11303,197.0,,,UTI,Contig,,SAMN40005105,GCA_037633975.1,Kenya: Nairobi,urine,clinical,
MRSN109980,Homo sapiens,2022-02-23,5.28095,306.0,,,UTI,Contig,,SAMN40005125,GCA_037633125.1,Kenya: Nairobi,urine,clinical,
MRSN109998,Homo sapiens,2022-06-13,,,,,UTI,Contig,,SAMN40004702,GCA_037632925.1,Kenya: Nairobi,urine,clinical,
MRSN109999,Homo sapiens,2022-06-28,,,,,UTI,Contig,,SAMN40004703,GCA_037632865.1,Kenya: Nairobi,urine,clinical,
MRSN110000,Homo sapiens,2022-06-29,,,,,UTI,Contig,,SAMN40004704,GCA_037632805.1,Kenya: Nairobi,urine,clinical,
MRSN110003,Homo sapiens,2022-07-05,,,,,UTI,Contig,,SAMN40004707,GCA_037632725.1,Kenya: Nairobi,urine,clinical,
